#TAXONOMY	Domain	Phylum	Class	Order	Family	Genus	Species
MJ034-2-barcode65-umi311bins-ubs-840	Bacteria	 Patescibacteria	 Saccharimonadia	 Saccharimonadales	 UBA4665	 PMNU01	 PMNU01 sp002952755
MJ030-2-barcode65-umi23594bins-ubs-33	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Gynurincola	 
MJ030-2-barcode65-umi771bins-ubs-150	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Verrucomicrobiales	 Verrucomicrobiaceae	 	 
RS-GCF-019067065.1-NZ-JAGIXT010000050.1	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Micrococcaceae	 Arthrobacter_E_385446	 Arthrobacter ureafaciens
MJ030-2-barcode50-umi73512bins-ubs-7	Bacteria	 Acidobacteriota	 Terriglobia	 Bryobacterales	 Bryobacteraceae	 Palsa-187	 Palsa-187 sp902826605
KM089833	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales_B_877923	 Flavobacteriaceae	 Flavobacterium	 Flavobacterium hauense
KY887690	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Rhizobiales_505101	 Beijerinckiaceae	 Methylobacterium	 Methylobacterium durans
MJ030-2-barcode58-umi94063bins-ubs-4	Bacteria	 Myxococcota_A_473307	 Polyangia_463783	 Polyangiales	 SG8-38	 	 
MJ030-1-barcode25-umi18312bins-ubs-25	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 VBAR01	 VBAR01 sp005882315
FN814307	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 Telluria_573210	 Telluria agri
RS-GCF-000754115.1-NZ-JPLW01000013.1	Bacteria	 Actinomycetota	 Actinomycetes	 Mycobacteriales	 Pseudonocardiaceae	 Amycolatopsis_D_380363	 Amycolatopsis_D_380363 keratiniphila
RS-GCF-014529945.1-NZ-JACVFB010000018.1	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Chitinophaga	 Chitinophaga jiangningensis
MJ034-1-barcode43-umi1096bins-ubs-358	Bacteria	 Bdellovibrionota_473306	 UBA1018	 UBA1018	 UBA1018	 GWA1-52-35	 GWA1-52-35 sp001769805
RS-GCF-002847925.1-NZ-PKHW01000010.1	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Veillonellaceae	 Veillonella_A	 Veillonella_A parvula
HQ396152	Bacteria	 Actinomycetota	 Actinomycetes	 Propionibacteriales	 Kribbellaceae	 Kribbella	 Kribbella flavida
MJ010-1-barcode26-umi94168bins-ubs-6	Bacteria	 Bacillota_I	 	 	 	 	 
MJ006-2-barcode58-umi167768bins-ubs-3	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Verrucomicrobiales	 Akkermansiaceae	 Akkermansia	 Akkermansia muciniphila_D_776786
G001613545	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Chthoniobacterales	 Terrimicrobiaceae	 Terrimicrobium	 Terrimicrobium sacchariphilum
MJ031-2-barcode62-umi4032bins-ubs-99	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Clostridiales	 Clostridiaceae_222000	 	 
MJ030-2-barcode74-umi70075bins-ubs-8	Bacteria	 Acidobacteriota	 Terriglobia	 Bryobacterales	 Bryobacteraceae	 Palsa-187	 Palsa-187 sp902826605
MJ034-1-barcode31-umi7479bins-ubs-55	Bacteria	 Acidobacteriota	 Terriglobia	 Terriglobales	 Gp1-AA117	 Angelobacter	 Angelobacter sp003223515
RS-GCF-012726295.1-NZ-JABAOB010000020.1	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Chitinophaga	 Chitinophaga jiangningensis
MJ031-2-barcode69-umi12479bins-ubs-38	Bacteria	 Bacteroidota	 Bacteroidia	 Sphingobacteriales	 Sphingobacteriaceae	 Mucilaginibacter_A	 Mucilaginibacter_A yixingensis
MJ034-1-barcode30-umi13692bins-ubs-26	Bacteria	 Acidobacteriota	 Blastocatellia	 Pyrinomonadales	 Pyrinomonadaceae	 PSRF01	 PSRF01 sp003222935
RS-GCF-002844595.1-NZ-PJNW01000020.1	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Rhizobiales_505101	 Pleomorphomonadaceae	 Pleomorphomonas	 Pleomorphomonas oryzae
LC177337	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales_B	 Spirosomataceae	 Larkinella	 Larkinella sp006149005
MJ030-2-barcode65-umi10863bins-ubs-45	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Limisphaerales	 	 	 
MJ030-2-barcode65-umi35257bins-ubs-21	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Limisphaerales	 	 	 
AM422371	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Rhizobiales_505101	 Rhizobiaceae	 Ochrobactrum_A_499027	 Ochrobactrum_A_499027 pseudogrignonensis
MJ033-1-barcode33-umi11669bins-ubs-25	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Puia	 Puia sp001898505
MJ033-1-barcode34-umi3467bins-ubs-113	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales_B	 Cyclobacteriaceae	 ELB16-189	 ELB16-189 sp001567185
MJ005-barcode27-umi40851bins-ubs-8	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Neisseriaceae	 Neisseria_563205	 Neisseria mucosa
RS-GCF-014193785.1-NZ-BLZI01000049.1	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Rhizobiales_505101	 Rhizobiaceae	 Brucella_498865	 Brucella melitensis
HM748598	Bacteria	 Actinomycetota	 Actinomycetes	 Streptomycetales_400645	 Streptomycetaceae_400641	 Streptomyces_400150	 Streptomyces seoulensis
MJ034-1-barcode31-umi11167bins-ubs-32	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 SHXO01	 SHXO01	 
MJ030-2-barcode58-umi82120bins-ubs-6	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 Rubrivivax	 
MJ034-2-barcode66-umi1096bins-ubs-369	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Limnovirga	 Panacibacter ginsenosidivorans
MG857114	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Rhizobiales_505101	 Rhizobiaceae	 Allorhizobium_500023	 Rhizobium_C_500024 rosettiformans
MG934573	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Microbacteriaceae	 Pseudolysinimonas	 Pseudolysinimonas sp002325245
MJ009-2-barcode72-umi99271bins-ubs-4	Bacteria	 Acidobacteriota	 Blastocatellia	 Pyrinomonadales	 Pyrinomonadaceae	 OLB17_427640	 
KC835077	Bacteria	 Bacillota_I	 Bacilli_A	 Paenibacillales	 Paenibacillaceae_367444	 Paenibacillus_J_366884	 Paenibacillus_J_366884 xylanexedens_A
MJ033-1-barcode47-umi25505bins-ubs-10	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Limisphaerales	 Pedosphaeraceae	 Pedosphaera	 Pedosphaera sp000172555
MJ030-2-barcode50-umi71332bins-ubs-8	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Micropepsales	 Micropepsaceae	 	 
KY039319	Bacteria	 Actinomycetota	 Actinomycetes	 Mycobacteriales	 Mycobacteriaceae	 Nocardia	 Nocardia seriolae
MJ030-2-barcode65-umi4254bins-ubs-80	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Niastella	 
G003290025	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Pseudogemmobacter	 Pseudogemmobacter bohemicus
KP100643	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Dermatophilaceae	 Phycicoccus_A_390428	 Phycicoccus_A_390428 jejuensis
MJ034-1-barcode33-umi25942bins-ubs-6	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 WYBJ01	 WYBJ01	 WYBJ01 sp009377585
RS-GCF-001526735.1-NZ-LPAL01000123.1	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 Burkholderia	 
MJ020-1-barcode44-umi38626bins-ubs-12	Bacteria	 Acidobacteriota	 Terriglobia	 Terriglobales	 Acidobacteriaceae	 Edaphobacter_415416	 
MJ034-1-barcode26-umi28592bins-ubs-3	Bacteria	 Desulfobacterota_B	 Binatia	 UBA9968	 UBA9968	 	 
RS-GCF-016728825.1-NZ-CP068211.1	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_593909	 Achromobacter	 Achromobacter marplatensis
MJ032-2-barcode74-umi56200bins-ubs-8	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 Comamonas_F_589250	 
MJ034-1-barcode48-umi5448bins-ubs-82	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales_B_877923	 Flavobacteriaceae	 Flavobacterium	 Flavobacterium gilvum
MJ033-1-barcode37-umi4504bins-ubs-91	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Flavihumibacter	 
GB-GCA-009719285.1-WNCD01000184.1	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Verrucomicrobiales	 Akkermansiaceae	 Akkermansia	 Akkermansia muciniphila_D_776786
G000338055	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Dermabacteraceae	 Brachybacterium	 Brachybacterium muris
MJ031-2-barcode69-umi30678bins-ubs-11	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Chitinophaga	 Chitinophaga jiangningensis
MJ033-1-barcode37-umi43380bins-ubs-3	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 Hylemonella	 Ramlibacter terrae
MJ030-2-barcode58-umi89379bins-ubs-5	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 	 
KF619243	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Acetobacterales	 Acetobacteraceae	 Falsiroseomonas_507022	 Roseomonas wooponensis
RS-GCF-016025255.1-NZ-CP065592.1	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae_486827	 Allosphingosinicella	 Allosphingosinicella vermicomposti
MJ034-1-barcode32-umi29258bins-ubs-3	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Caulobacterales	 Caulobacteraceae	 Asticcacaulis	 
MJ034-1-barcode25-umi10604bins-ubs-35	Bacteria	 Acidobacteriota	 Terriglobia	 Terriglobales	 SbA1	 	 
MJ033-1-barcode32-umi42745bins-ubs-3	Bacteria	 Acidobacteriota	 Terriglobia	 Bryobacterales	 Bryobacteraceae	 KBS-96	 KBS-96 sp000381625
AB552872	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Verrucomicrobiales	 Verrucomicrobiaceae	 Prosthecobacter	 Prosthecobacter fusiformis
G000377645	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 Thiomonas	 Thiomonas sp000377645
RS-GCF-000382585.1-NZ-APWM01000050.1	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales_737866	 Enterobacteriaceae_A_726016	 Musicola	 Dickeya poaceiphila
JN600323	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales_737866	 Enterobacteriaceae_A_726016	 Pectobacterium_A_725313	 Pectobacterium_A_725313 aroidearum
MJ031-2-barcode69-umi37603bins-ubs-7	Bacteria	 Myxococcota_A_473307	 Myxococcia	 Myxococcales	 Myxococcaceae	 WRKR01	 WRKR01 sp009782175
RS-GCF-900188205.1-NZ-FZOH01000016.1	Bacteria	 Actinomycetota	 Actinomycetes	 Mycobacteriales	 Geodermatophilaceae	 Geodermatophilus	 Geodermatophilus obscurus
MG597186	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales_B_877923	 Flavobacteriaceae	 Flavobacterium	 Flavobacterium columnare
G004138485	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Steroidobacterales	 Steroidobacteraceae	 Steroidobacter_A_608626	 Steroidobacter_A_608626 soli
MJ030-1-barcode25-umi97925bins-ubs-4	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 Hylemonella	 Ramlibacter terrae
MJ032-2-barcode74-umi88647bins-ubs-3	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Clostridiales	 Clostridiaceae_222000	 Clostridium_AM	 Clostridium_AM magnum
MJ033-1-barcode43-umi4850bins-ubs-83	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Cnuella	 
MJ007-2-barcode69-umi177bins-ubs-1499	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_594042	 Kinetoplastibacterium	 
MJ030-1-barcode25-umi67229bins-ubs-7	Bacteria	 Acidobacteriota	 Terriglobia	 Terriglobales	 Koribacteraceae	 Koribacter	 Koribacter versatilis_A
LT009497	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Acetobacterales	 Acetobacteraceae	 Pseudoroseomonas	 Pseudoroseomonas cervicalis
MJ034-2-barcode71-umi1821bins-ubs-233	Bacteria	 Acidobacteriota	 Blastocatellia	 Pyrinomonadales	 Pyrinomonadaceae	 OLB17_426821	 
AJ300185	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae	 Thermomonas	 Thermomonas fusca
MJ034-1-barcode40-umi16204bins-ubs-18	Bacteria	 Acidobacteriota	 Terriglobia	 Terriglobales	 Koribacteraceae	 TOLSYN	 TOLSYN sp003010405
MJ030-2-barcode74-umi77073bins-ubs-8	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 Ideonella_A_591966	 
RS-GCF-003056405.1-NZ-PYVZ01000034.1	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Rhizobiales_505101	 Devosiaceae	 Devosia_A_502124	 Devosia_A_502124 marina
AY894691	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae_486827	 Sphingomonas_L_486704	 Sphingomonas_L_486704 yunnanensis
G004322015	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 FW021-bin31	 FW021-bin31 sp004322015
KM507333	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Micrococcaceae	 Arthrobacter_E_385915	 Arthrobacter_E pokkalii
JQ349049	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae	 SCMT01	 SCMT01 sp011526085
MJ030-2-barcode58-umi112720bins-ubs-3	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 Inhella	 Inhella proteolytica
MJ034-2-barcode71-umi5189bins-ubs-51	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Flavisolibacter_B	 
EU912487	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Microbacteriaceae	 Microbacterium_A_383321	 Microbacterium_A_383321 azadirachtae_A_382566
MJ030-2-barcode65-umi75096bins-ubs-7	Bacteria	 Acidobacteriota	 Terriglobia	 Bryobacterales	 Bryobacteraceae	 	 
AB245334	Bacteria	 Actinomycetota	 Thermoleophilia	 Solirubrobacterales	 Solirubrobacteraceae	 Solirubrobacter	 Solirubrobacter soli
MJ034-1-barcode48-umi5329bins-ubs-84	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Flavisolibacter_B	 Flavisolibacter_B tropicus
MJ033-1-barcode32-umi39398bins-ubs-4	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Dongiales	 Dongiaceae	 Hypericibacter	 
MJ033-1-barcode34-umi11477bins-ubs-24	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Limisphaerales	 Pedosphaeraceae	 Pedosphaera	 Pedosphaera sp000172555
AB727354	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Paracoccus	 Paracoccus aestuariivivens
MJ033-1-barcode37-umi6341bins-ubs-58	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales_B_877923	 Flavobacteriaceae	 Flavobacterium	 Flavobacterium gilvum
MJ034-2-barcode59-umi7382bins-ubs-30	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Saprospiraceae	 OLB9	 OLB9 sp001567255
MH915553	Bacteria	 Desulfobacterota_G_459546	 Desulfuromonadia	 Geobacterales	 Geobacteraceae_439684	 Geomonas	 Geomonas bemidjiensis
MJ033-1-barcode26-umi39727bins-ubs-3	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Rhizobiales_505101	 Beijerinckiaceae	 Bosea	 Bosea sp011764485
LC153750	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Rhizobiales_505101	 Pleomorphomonadaceae	 Pleomorphomonas	 Mongoliimonas terrestris
G005885405	Bacteria	 Actinomycetota	 Thermoleophilia	 Solirubrobacterales	 70-9	 VAYN01	 VAYN01 sp005885405
GEFS01004943.10.1226	Bacteria	 Cyanobacteriota	 Cyanobacteriia	 Cyanobacteriales	 Coleofasciculaceae	 Caldora	 Caldora sp010672925
RS-GCF-002209355.1-NZ-NELQ01000002.1	Bacteria	 Bdellovibrionota_473306	 Bdellovibrionia	 Bdellovibrionales	 Bdellovibrionaceae	 Bdellovibrio	 Bdellovibrio bacteriovorus_E
LC203062	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Demequinaceae	 Demequina	 Demequina mangrovi
AF005007	Bacteria	 Actinomycetota	 Actinomycetes	 Propionibacteriales	 Nocardioidaceae	 Nocardioides_A_392796	 Nocardioides_A_392796 luteus_A
MJ031-1-barcode30-umi29212bins-ubs-9	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 Hylemonella	 Ramlibacter terrae
MJ034-2-barcode50-umi2314bins-ubs-183	Bacteria	 Acidobacteriota	 Blastocatellia	 Pyrinomonadales	 Pyrinomonadaceae	 OLB17_426821	 OLB17 sp001567505
KJ461685	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales_B_877923	 Flavobacteriaceae	 Flavobacterium	 Flavobacterium seoulense
X93185	Bacteria	 Actinomycetota	 Actinomycetes	 Mycobacteriales	 Micromonosporaceae	 Actinoplanes	 Actinoplanes friuliensis
GB-GCA-011960395.1-BLMH01000001.1	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Muribaculaceae	 Lepagella	 Lepagella muris_A
RS-GCF-001887375.1-NZ-LFCS01000029.1	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales_737866	 Aeromonadaceae	 Aeromonas	 Aeromonas jandaei
MJ030-2-barcode59-umi85757bins-ubs-5	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Rhizobiales_505101	 Hyphomicrobiaceae	 Hyphomicrobium_C	 Hyphomicrobium_C sp002279935
MJ030-2-barcode65-umi21243bins-ubs-33	Bacteria	 Acidobacteriota	 Terriglobia	 Bryobacterales	 Bryobacteraceae	 	 
G003208175	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Acetivibrionales	 DSM-27016	 Ruminiclostridium	 Ruminiclostridium sufflavum
MJ030-2-barcode65-umi100933bins-ubs-4	Bacteria	 Planctomycetota	 Phycisphaerae	 Tepidisphaerales	 Tepidisphaeraceae	 UBA2421	 
MJ034-1-barcode26-umi27957bins-ubs-3	Bacteria	 Actinomycetota	 Thermoleophilia	 Solirubrobacterales	 	 	 
MH063434	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 Trinickia_580244	 Trinickia soli
MJ030-2-barcode58-umi72974bins-ubs-7	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 SCMQ01	 SCMQ01 sp005503335
MJ033-1-barcode32-umi9003bins-ubs-34	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 Trinickia_580244	 Trinickia soli
AB249948	Bacteria	 Actinomycetota	 Actinomycetes	 Streptomycetales_400645	 Streptomycetaceae_400641	 Streptacidiphilus_400617	 Streptacidiphilus jiangxiensis
AB548216	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Steroidobacterales	 Steroidobacteraceae	 Steroidobacter_A_608626	 Povalibacter uvarum
JN378395	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Microbacteriaceae	 Lysinimonas	 Lysinimonas soli
G001805245	Bacteria	 Nitrospirota_A_437815	 Nitrospiria	 Nitrospirales	 Nitrospiraceae	 2-02-FULL-62-14	 2-02-FULL-62-14 sp001805245
MJ032-1-barcode26-umi63083bins-ubs-4	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Micavibrionales	 Micavibrionaceae	 Micavibrio_B_508717	 
GQ339903	Bacteria	 Actinomycetota	 Actinomycetes	 Propionibacteriales	 Nocardioidaceae	 Nocardioides_A_392796	 Nocardioides_A_392796 kribbensis
MJ033-1-barcode33-umi2848bins-ubs-141	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Dinghuibacter	 Dinghuibacter silviterrae
MJ033-1-barcode44-umi7821bins-ubs-45	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 VBAT01	 Terrimonas lutea
MJ020-2-barcode59-umi73401bins-ubs-4	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_593909	 Achromobacter	 Achromobacter marplatensis
GB-GCA-002813375.1-PHUJ01000003.1--6	Bacteria	 Actinomycetota	 Actinomycetes	 Mycobacteriales	 Pseudonocardiaceae	 Pseudonocardia	 Pseudonocardia carboxydivorans
FJ042789	Bacteria	 Actinomycetota	 Actinomycetes	 Propionibacteriales	 Nocardioidaceae	 Aeromicrobium	 Aeromicrobium sp001423335
MJ030-2-barcode59-umi38307bins-ubs-17	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales_B	 Cyclobacteriaceae	 Chryseolinea_899021	 Chryseolinea flava
MJ030-2-barcode65-umi107801bins-ubs-3	Bacteria	 Acidobacteriota	 Terriglobia	 Terriglobales	 Gp1-AA117	 Angelobacter	 Angelobacter sp003223515
MJ010-2-barcode64-umi107895bins-ubs-3	Bacteria	 Bacteroidota	 Bacteroidia	 Sphingobacteriales	 Sphingobacteriaceae	 Sphingobacterium	 Sphingobacterium sp000988325
LT622838	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae	 Stenotrophomonas_A_615274	 Stenotrophomonas_A_615274 rhizophila
RS-GCF-001642705.1-NZ-LWBV01000002.1	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales_A_650611	 Pseudomonadaceae	 Pseudomonas_E_647464	 
MJ031-1-barcode25-umi15248bins-ubs-29	Bacteria	 Bdellovibrionota_473306	 Bdellovibrionia	 Bdellovibrionales	 Bdellovibrionaceae	 Bdellovibrio	 Bdellovibrio bacteriovorus_E
KT750333	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 Azohydromonas	 Azohydromonas australica
MJ034-2-barcode61-umi717bins-ubs-508	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 	 
MJ031-2-barcode69-umi10778bins-ubs-41	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales_B	 Cyclobacteriaceae	 ELB16-189	 
MJ030-2-barcode65-umi51222bins-ubs-13	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Micropepsales	 Micropepsaceae	 	 
LN890294	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae_486827	 Novosphingobium	 Novosphingobium subterraneum
MJ034-2-barcode71-umi1649bins-ubs-260	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Ferruginibacter	 Ferruginibacter sp002400445
JX504804	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Rhizobiales_505101	 Beijerinckiaceae	 Microvirga	 Microvirga vignae
MJ030-2-barcode58-umi100027bins-ubs-4	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Rhizobiales_505101	 Rhizobiaceae	 Allorhizobium_499986	 
MJ034-1-barcode31-umi25660bins-ubs-5	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Micropepsales	 Micropepsaceae	 	 
KP317497	Bacteria	 Bacillota_I	 Bacilli_A	 Bacillales_B_306087	 DSM-18226_301387	 Bacillus_AZ_295439	 Mesobacillus_A_295426 persicus
MJ034-1-barcode30-umi17031bins-ubs-15	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Nitrosomonadaceae	 Nitrosospira	 
MJ033-1-barcode37-umi14804bins-ubs-21	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Steroidobacterales	 Steroidobacteraceae	 	 
MJ033-1-barcode37-umi26539bins-ubs-11	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 Telluria_573210	 Telluria sp001412595
MJ032-1-barcode26-umi24129bins-ubs-16	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Clostridiales	 Clostridiaceae_222000	 	 
MJ030-1-barcode42-umi82988bins-ubs-5	Bacteria	 Acidobacteriota	 Terriglobia	 Terriglobales	 SbA1	 Sulfotelmatobacter	 Sulfotelmatobacter sp003166855
MH368770	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Pinibacter	 Pinibacter aurantiacus
GB-GCA-016874295.1-VGUH01000017.1	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Steroidobacterales	 Steroidobacteraceae	 SCUD01	 
MJ030-2-barcode58-umi110205bins-ubs-3	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 Rubrivivax	 
MJ006-1-barcode43-umi205212bins-ubs-3	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 UBA1381	 UBA1381	 Hominilimicola	 Hominilimicola sp001941225
RS-GCF-018224885.1-NZ-JAGTXB010000047.1	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Chitinophaga	 Chitinophaga jiangningensis
MJ030-1-barcode49-umi26430bins-ubs-19	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 DSM-8532	 DSM-8532	 Thermoclostridium_A	 
MJ033-1-barcode49-umi42000bins-ubs-3	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Limisphaerales	 Pedosphaeraceae	 Pedosphaera	 Pedosphaera sp000172555
MJ030-1-barcode42-umi6614bins-ubs-53	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Prolixibacteraceae	 JAAFHB01	 
